Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
122,Marvin Friedrich,de GER,DF,Gladbach,29-149,1995,11.0,822,90,426,370,27,17,822,2,2,100.0,0,0.0,502,2464,1284,11,3,0,5,3,583,3,Matches
123,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,24-152,2000,24.7,1144,19,138,374,642,108,1144,75,22,29.3,47,62.7,636,3957,2243,93,38,31,43,25,781,261,Matches
124,Chris Führich,de GER,"MF,FW",Stuttgart,27-122,1998,20.8,1147,19,106,417,638,107,1147,82,38,46.3,41,50.0,727,5510,2866,102,62,50,36,25,846,191,Matches
125,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,21-033,2004,0.6,14,0,0,5,9,2,14,3,1,33.3,2,66.7,7,21,7,0,1,0,1,1,10,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Cristian Gamboa,cr CRC,DF,Bochum,35-199,1989,2.5,154,6,47,75,34,4,154,2,0,0.0,2,100.0,84,375,147,2,1,1,3,0,85,9,Matches
127,Aleix García,es ESP,MF,Leverkusen,27-317,1997,15.1,1434,44,208,795,436,11,1434,5,4,80.0,1,20.0,739,3237,1534,24,31,1,9,3,1116,47,Matches
128,Viggo Gebel,de GER,MF,RB Leipzig,17-170,2007,0.2,6,0,0,3,3,1,6,1,0,0.0,1,100.0,5,18,4,0,0,0,1,0,5,3,Matches
129,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24-297,2000,16.3,1199,55,350,728,134,18,1199,13,6,46.2,7,53.8,602,2397,1254,19,15,2,14,4,795,34,Matches
130,Dennis Geiger,de GER,"MF,FW",Hoffenheim,26-335,1998,7.3,410,13,75,244,92,8,410,7,4,57.1,1,14.3,239,1256,587,12,13,2,8,8,283,19,Matches
131,Valentin Gendrey,fr FRA,DF,Hoffenheim,24-324,2000,15.7,874,61,241,337,302,28,874,11,3,27.3,8,72.7,363,1547,852,24,15,7,24,11,425,86,Matches
132,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,31-059,1994,15.9,802,47,208,382,215,30,802,8,1,12.5,7,87.5,408,1789,908,24,14,5,18,2,486,61,Matches
133,Max Geschwill,de GER,DF,Holstein Kiel,23-308,2001,13.7,811,75,398,346,72,13,811,5,2,40.0,3,60.0,374,1551,756,5,4,0,5,2,472,16,Matches
134,Dimitris Giannoulis,gr GRE,DF,Augsburg,29-206,1995,27.4,1667,74,435,667,584,47,1667,72,25,34.7,42,58.3,775,3725,2042,57,36,11,46,13,891,148,Matches
135,Armin Gigovic,ba BIH,MF,Holstein Kiel,23-035,2002,21.1,935,56,240,509,201,38,935,55,20,36.4,26,47.3,476,2986,1268,37,23,7,45,23,536,45,Matches
136,Benedikt Gimber,de GER,DF,Heidenheim,28-081,1997,29.2,1621,198,926,655,59,22,1621,16,8,50.0,4,25.0,855,3749,1669,7,9,0,25,7,951,8,Matches
137,Matthias Ginter,de GER,DF,Freiburg,31-112,1994,27.5,1763,196,817,849,105,51,1763,6,4,66.7,2,33.3,964,4921,2724,10,12,1,9,0,1165,15,Matches
138,Jamie Gittens,eng ENG,"FW,MF",Dortmund,20-276,2004,19.6,870,8,85,292,518,110,870,169,77,45.6,71,42.0,625,5113,2805,112,55,63,49,35,651,179,Matches
139,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29-301,1995,12.8,715,8,66,273,380,89,714,39,17,43.6,20,51.3,435,2330,1156,41,19,23,23,6,547,142,Matches
140,Tidiam Gomis,fr FRA,"MF,DF",RB Leipzig,18-276,2006,1.0,53,0,5,16,33,9,53,6,4,66.7,1,16.7,23,157,91,2,2,1,2,2,36,10,Matches
141,Leon Goretzka,de GER,MF,Bayern Munich,30-094,1995,14.5,1352,45,213,859,288,27,1352,8,7,87.5,1,12.5,779,4157,2238,34,35,3,4,4,1037,28,Matches
142,Robin Gosens,de GER,DF,Union Berlin,30-310,1994,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5,Matches
143,Mario Götze,de GER,"MF,FW",Eint Frankfurt,32-342,1992,17.1,986,12,158,493,347,43,986,23,9,39.1,12,52.2,617,2456,1214,29,23,6,26,27,706,96,Matches
144,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33-305,1991,30.7,1918,241,864,925,145,37,1917,12,7,58.3,5,41.7,1079,5715,3177,22,22,1,18,6,1145,18,Matches
145,Kamil Grabara,pl POL,GK,Wolfsburg,26-123,1999,27.7,1188,849,1159,29,0,0,1188,2,2,100.0,0,0.0,689,2960,1712,0,0,0,0,0,660,0,Matches
146,Michael Gregoritsch,at AUT,FW,Freiburg,31-023,1994,6.9,216,6,27,95,96,33,216,7,4,57.1,3,42.9,94,425,202,6,3,3,14,9,148,36,Matches
147,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,32-034,1993,26.0,1708,33,236,891,591,70,1705,45,25,55.6,19,42.2,920,4846,2492,58,35,21,34,16,1158,145,Matches
148,Florian Grillitsch,at AUT,MF,Hoffenheim,29-277,1995,6.7,488,29,140,263,92,3,488,12,5,41.7,6,50.0,270,1348,585,4,8,0,5,10,330,4,Matches
149,Álex Grimaldo,es ESP,DF,Leverkusen,29-233,1995,28.0,2268,51,359,863,1061,83,2268,49,20,40.8,24,49.0,1254,5567,3058,82,50,19,53,12,1611,242,Matches
150,Pascal Groß,de GER,"MF,DF",Dortmund,33-330,1991,25.0,2127,57,402,1127,611,49,2127,9,3,33.3,6,66.7,1121,4859,2273,39,40,5,22,9,1477,119,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Marco Grüll,at AUT,"FW,MF",Werder Bremen,26-309,1998,12.3,468,5,41,202,232,53,468,37,13,35.1,21,56.8,295,1494,541,21,17,8,42,39,339,87,Matches
152,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,31-140,1993,16.7,1415,32,244,653,525,54,1415,20,10,50.0,9,45.0,763,3359,1707,37,37,5,16,13,1061,124,Matches
153,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,27-062,1998,18.3,786,28,108,330,357,97,786,44,19,43.2,21,47.7,351,1875,902,37,25,20,50,21,528,122,Matches
154,Serhou Guirassy,gn GUI,FW,Dortmund,29-060,1996,26.9,887,35,68,456,367,152,884,31,8,25.8,16,51.6,487,1959,750,21,18,10,72,29,696,120,Matches
155,Péter Gulácsi,hu HUN,GK,RB Leipzig,35-005,1990,28.2,967,799,949,19,0,0,967,0,0,,0,,502,2349,1207,0,0,0,1,0,412,0,Matches
156,Robert Gumny,pl POL,DF,Augsburg,26-341,1998,2.0,118,8,31,41,46,3,118,4,1,25.0,2,50.0,57,224,99,4,2,0,2,1,63,7,Matches
157,Christian Günter,de GER,DF,Freiburg,32-072,1993,25.5,1290,63,357,515,422,27,1290,9,3,33.3,6,66.7,553,2111,964,19,19,7,15,4,756,108,Matches
158,Janik Haberer,de GER,"MF,DF",Union Berlin,31-039,1994,17.8,860,38,228,474,168,17,860,6,2,33.3,3,50.0,424,1511,592,13,4,0,11,10,484,22,Matches
159,Robin Hack,de GER,"FW,MF",Gladbach,26-257,1998,23.4,1140,26,202,547,409,78,1140,60,23,38.3,32,53.3,659,3750,1725,46,43,19,64,43,771,130,Matches
160,Amadou Haidara,ml MLI,MF,RB Leipzig,27-100,1998,14.7,1100,62,257,693,157,14,1100,12,7,58.3,5,41.7,505,1801,733,7,6,0,6,7,691,24,Matches
161,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28-114,1997,13.3,764,108,431,302,35,18,764,1,1,100.0,0,0.0,363,1405,553,2,4,0,7,2,438,5,Matches
162,Phil Harres,de GER,FW,Holstein Kiel,23-047,2002,17.0,478,22,58,261,164,61,478,22,5,22.7,15,68.2,238,981,375,12,14,10,63,24,316,71,Matches
163,Ramon Hendriks,nl NED,DF,Stuttgart,23-297,2001,11.8,772,61,309,382,83,11,772,7,4,57.1,3,42.9,369,1733,729,8,5,2,6,4,449,22,Matches
164,Paul Hennrich,de GER,MF,Hoffenheim,20-066,2005,0.1,6,0,2,0,4,0,6,2,0,0.0,1,50.0,3,27,10,1,0,0,1,0,2,0,Matches
165,Benjamin Henrichs,de GER,DF,RB Leipzig,28-077,1997,10.4,606,42,189,269,154,8,606,13,9,69.2,4,30.8,290,1285,438,9,7,0,9,6,345,55,Matches
166,Mario Hermoso,es ESP,DF,Leverkusen,29-327,1995,3.3,288,28,84,165,39,6,288,5,3,60.0,2,40.0,147,495,265,2,8,0,3,1,183,3,Matches
167,Piero Hincapié,ec ECU,DF,Leverkusen,23-122,2002,27.8,2320,200,772,1228,326,46,2320,12,2,16.7,8,66.7,1303,6837,4114,49,48,6,17,4,1622,69,Matches
168,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,22-290,2002,19.8,725,20,67,312,358,112,725,63,33,52.4,26,41.3,411,2547,1298,52,31,18,48,36,530,98,Matches
169,Nicolas Höfler,de GER,MF,Freiburg,35-063,1990,8.8,482,37,134,284,68,4,482,4,4,100.0,0,0.0,199,862,191,1,3,1,10,10,267,3,Matches
170,Jonas Hofmann,de GER,"MF,DF",Leverkusen,32-301,1992,3.1,188,2,19,76,94,14,188,3,2,66.7,1,33.3,103,551,275,7,5,2,5,1,152,23,Matches
171,Philipp Hofmann,de GER,FW,Bochum,32-042,1993,25.3,938,40,88,548,307,100,938,20,10,50.0,10,50.0,486,1632,456,8,15,2,55,32,731,112,Matches
172,Lucas Höler,de GER,"FW,MF",Freiburg,30-305,1994,19.7,806,37,122,364,332,82,805,33,18,54.5,12,36.4,382,1545,669,20,12,7,50,24,545,116,Matches
173,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,23-359,2001,27.3,1078,16,120,429,555,137,1078,114,41,36.0,62,54.4,693,5312,2489,98,64,51,107,92,759,206,Matches
174,Lewis Holtby,de GER,MF,Holstein Kiel,34-235,1990,13.3,824,42,243,417,169,13,824,15,7,46.7,7,46.7,364,1533,680,14,10,1,14,6,472,33,Matches
175,Gerrit Holtmann,ph PHI,"DF,FW",Bochum,30-047,1995,12.6,571,23,111,188,281,28,571,20,6,30.0,13,65.0,336,2370,1163,50,29,9,33,10,353,97,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Franck Honorat,fr FRA,FW,Gladbach,28-273,1996,15.1,714,30,120,247,360,59,714,29,11,37.9,17,58.6,357,2518,1480,60,33,25,22,11,424,120,Matches
177,Mathias Honsak,at AUT,"FW,MF",Heidenheim,28-142,1996,12.3,586,36,146,262,187,30,586,22,9,40.9,12,54.5,317,1869,915,34,27,7,38,12,339,50,Matches
178,Timo Horn,de GER,GK,Bochum,31-364,1993,12.0,486,336,476,10,0,0,486,0,0,,0,,257,1281,708,0,0,0,1,0,230,0,Matches
179,Lukáš Hrádecký,fi FIN,GK,Leverkusen,35-168,1989,27.0,884,715,876,9,0,0,884,0,0,,0,,496,2674,1513,0,0,0,0,0,464,0,Matches
180,Robin Hranáč,cz CZE,DF,Hoffenheim,25-102,2000,2.4,170,14,64,104,3,1,170,0,0,,0,,107,466,248,2,2,0,1,0,118,0,Matches
181,Hong Hyunseok,kr KOR,MF,Mainz 05,25-329,1999,5.9,290,5,34,149,113,16,290,10,4,40.0,4,40.0,142,727,419,10,9,2,11,12,186,31,Matches
182,Oscar Højlund,dk DEN,MF,Eint Frankfurt,20-127,2005,7.8,487,10,119,291,80,9,487,11,8,72.7,3,27.3,288,1347,622,17,8,5,18,11,331,7,Matches
183,Arijon Ibrahimović,de GER,FW,Bayern Munich,19-151,2005,0.0,3,0,2,1,0,0,3,1,1,100.0,0,0.0,3,20,5,0,0,0,0,0,3,0,Matches
184,Andrej Ilic,rs SRB,FW,Union Berlin,25-038,2000,10.1,284,10,30,133,124,41,283,7,1,14.3,6,85.7,138,516,151,5,5,4,31,9,196,56,Matches
185,Jackson Irvine,au AUS,MF,St. Pauli,32-065,1993,29.0,1286,77,330,689,283,75,1286,23,9,39.1,13,56.5,464,1781,897,19,18,5,42,13,710,58,Matches
186,Ko Itakura,jp JPN,DF,Gladbach,28-104,1997,30.0,2092,318,1159,874,72,32,2092,21,12,57.1,8,38.1,1288,6422,3375,21,17,0,8,8,1456,3,Matches
187,Hiroki Ito,jp JPN,DF,Bayern Munich,25-364,1999,2.8,245,11,65,129,52,5,245,3,1,33.3,2,66.7,126,556,240,3,6,1,3,1,175,6,Matches
188,Marko Ivezić,rs SRB,DF,Holstein Kiel,23-160,2001,18.4,1173,174,681,467,34,14,1173,7,4,57.1,2,28.6,596,2644,1282,3,7,0,17,7,745,9,Matches
189,Lee Jae-sung,kr KOR,MF,Mainz 05,32-274,1992,28.5,1353,43,218,632,517,118,1353,29,11,37.9,15,51.7,676,2313,906,27,23,9,72,26,915,159,Matches
190,Kristijan Jakić,hr CRO,MF,Augsburg,27-362,1997,23.6,1226,67,292,701,246,30,1226,26,12,46.2,13,50.0,612,2662,1192,24,13,3,34,21,726,45,Matches
191,Luca Jaquez,ch SUI,DF,Stuttgart,21-343,2003,1.3,89,3,39,41,9,0,89,0,0,,0,,51,232,166,2,0,0,0,0,62,0,Matches
192,Dominik Javorček,sk SVK,"DF,MF",Holstein Kiel,22-190,2002,4.3,221,30,104,60,57,2,221,5,4,80.0,1,20.0,91,460,249,7,2,0,5,1,113,23,Matches
193,Finn Jeltsch,de GER,DF,Stuttgart,18-298,2006,8.2,692,45,216,444,34,2,692,3,2,66.7,1,33.3,448,2911,1416,8,11,1,10,1,498,5,Matches
194,Fredrik Jensen,fi FIN,MF,Augsburg,27-244,1997,8.3,300,16,42,116,146,23,300,13,7,53.8,6,46.2,179,846,363,16,8,3,16,10,214,57,Matches
195,Moritz Jenz,de GER,DF,Mainz 05,26-011,1999,17.8,1098,161,565,500,36,20,1098,5,2,40.0,2,40.0,510,2205,958,1,2,1,7,0,592,3,Matches
196,Carl Johansson,se SWE,DF,Holstein Kiel,30-353,1994,6.2,390,92,261,118,15,11,390,0,0,,0,,153,486,186,0,0,0,2,0,214,0,Matches
197,Anthony Jung,de GER,DF,Werder Bremen,33-189,1991,21.0,1688,230,895,732,72,1,1688,9,7,77.8,1,11.1,1039,4721,2319,20,20,0,13,2,1161,6,Matches
198,Josip Juranović,hr CRO,"DF,MF",Union Berlin,29-268,1995,12.2,668,38,196,265,217,7,668,23,10,43.5,8,34.8,287,1433,726,19,11,3,12,3,301,43,Matches
199,David Jurásek,cz CZE,DF,Hoffenheim,24-277,2000,6.9,499,16,132,194,176,9,499,12,3,25.0,8,66.7,238,1299,599,17,21,1,6,5,310,42,Matches
200,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,21-098,2004,0.8,42,0,2,16,25,2,42,6,2,33.3,3,50.0,29,246,73,2,4,0,6,0,30,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Almugera Kabar,de GER,DF,Dortmund,18-339,2006,1.5,114,0,27,68,20,1,114,2,1,50.0,0,0.0,71,285,101,5,3,0,0,3,78,2,Matches
202,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,23-364,2001,3.4,253,12,57,95,109,16,253,21,7,33.3,13,61.9,128,898,440,15,12,5,9,2,137,35,Matches
203,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,33-016,1992,16.5,964,47,244,396,326,31,964,7,5,71.4,2,28.6,430,1690,810,14,18,1,5,3,574,83,Matches
204,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,22-340,2002,11.6,562,28,104,212,255,35,562,21,7,33.3,13,61.9,277,1699,958,39,21,16,20,11,290,62,Matches
205,Kevin Kampl,si SVN,MF,RB Leipzig,34-214,1990,16.7,1250,34,233,766,261,12,1250,19,13,68.4,6,31.6,747,3817,1953,19,32,2,13,12,905,32,Matches
206,Harry Kane,eng ENG,FW,Bayern Munich,31-287,1993,26.1,909,20,76,330,507,160,900,53,23,43.4,29,54.7,506,2242,951,29,19,21,40,21,709,143,Matches
207,Atakan Karazor,,MF,Stuttgart,28-210,1996,27.1,1982,82,392,1262,340,23,1982,20,12,60.0,4,20.0,1018,4171,1791,16,32,1,29,15,1326,32,Matches
208,Mikkel Kaufmann,dk DEN,FW,Heidenheim,24-128,2001,4.1,139,6,19,71,51,12,139,7,2,28.6,3,42.9,77,367,171,4,6,4,11,2,99,21,Matches
209,Yannik Keitel,de GER,MF,Stuttgart,25-085,2000,2.8,212,7,48,133,34,3,212,1,1,100.0,0,0.0,95,368,166,2,0,1,2,1,152,2,Matches
210,Andu Kelati,de GER,"MF,DF",Holstein Kiel,22-271,2002,3.2,159,4,30,90,43,9,159,4,3,75.0,1,25.0,88,310,129,3,0,0,8,4,106,11,Matches
211,Thomas Keller,de GER,"DF,MF",Heidenheim,25-279,1999,1.6,115,11,53,56,6,0,115,0,0,,0,,51,203,101,0,2,0,2,0,71,0,Matches
212,Aljoscha Kemlein,de GER,MF,Union Berlin,20-282,2004,10.2,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19,Matches
213,Luca Kerber,de GER,"MF,DF",Heidenheim,23-062,2002,8.2,339,31,125,163,53,9,339,5,1,20.0,3,60.0,164,641,238,1,0,1,11,4,181,12,Matches
214,Rani Khedira,de GER,MF,Union Berlin,31-104,1994,29.3,1203,77,325,682,203,30,1203,10,4,40.0,6,60.0,476,2003,698,11,9,2,23,10,589,32,Matches
215,Joshua Kimmich,de GER,MF,Bayern Munich,30-092,1995,30.6,3754,69,523,2278,971,17,3754,20,11,55.0,8,40.0,2310,11558,5031,49,77,1,20,7,2957,70,Matches
216,Tim Kleindienst,de GER,FW,Gladbach,29-253,1995,30.4,1149,74,145,613,403,137,1147,37,14,37.8,23,62.2,545,2407,1024,45,21,24,82,42,797,145,Matches
217,Lukas Klostermann,de GER,DF,RB Leipzig,28-342,1996,20.4,1472,161,608,751,118,13,1472,5,4,80.0,1,20.0,752,3051,1573,16,14,1,9,0,988,26,Matches
218,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,23-121,2002,15.9,707,20,137,284,298,66,707,54,25,46.3,25,46.3,402,2412,1458,51,33,19,42,15,429,129,Matches
219,Magnus Knudsen,no NOR,MF,Holstein Kiel,23-330,2001,20.1,971,58,324,542,111,9,971,13,8,61.5,5,38.5,480,2461,1212,16,10,2,25,10,608,24,Matches
220,Gregor Kobel,ch SUI,GK,Dortmund,27-156,1997,30.0,1248,936,1237,11,0,0,1248,2,2,100.0,0,0.0,799,3836,2137,0,0,0,0,1,752,0,Matches
221,Robin Koch,de GER,DF,Eint Frankfurt,28-298,1996,26.7,1959,377,1016,892,57,27,1959,3,1,33.3,2,66.7,1119,4710,2462,8,6,0,11,3,1254,3,Matches
222,Derrick Köhn,de GER,"DF,FW",Werder Bremen,26-096,1999,14.7,896,34,229,357,319,30,896,41,15,36.6,21,51.2,538,2508,1305,35,23,7,22,12,576,122,Matches
223,Dominik Kohr,de GER,"DF,MF",Mainz 05,31-100,1994,25.5,1693,220,814,744,143,22,1693,9,5,55.6,4,44.4,835,3853,1745,26,20,4,20,7,998,31,Matches
224,Marco Komenda,hr CRO,DF,Holstein Kiel,28-166,1996,14.5,905,109,462,390,54,11,905,1,1,100.0,0,0.0,440,1831,1096,13,8,1,3,0,596,16,Matches
225,Mert Kömür,de GER,MF,Augsburg,19-298,2005,5.9,259,7,39,99,125,17,259,20,11,55.0,7,35.0,155,837,409,13,13,4,20,20,179,42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Henri Koudossou,de GER,DF,Augsburg,25-250,1999,7.9,456,29,131,183,144,11,456,16,8,50.0,7,43.8,212,1127,522,16,11,3,14,2,233,47,Matches
227,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,21-164,2003,26.4,1833,275,925,819,96,30,1833,11,6,54.5,5,45.5,1022,4967,2571,18,16,0,18,2,1178,8,Matches
228,Matej Kovar,cz CZE,GK,Leverkusen,24-359,2000,5.0,155,134,155,0,0,0,155,0,0,,0,,99,489,214,0,0,0,0,0,84,0,Matches
229,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,33-326,1991,29.8,1528,11,170,704,665,126,1525,41,17,41.5,19,46.3,918,5000,2515,75,54,22,45,37,1135,198,Matches
230,Frans Krätzig,de GER,"DF,MF",Heidenheim,22-117,2003,13.5,676,23,186,289,210,26,676,20,9,45.0,11,55.0,372,1784,822,25,17,6,21,8,403,57,Matches
231,Frans Krätzig,de GER,DF,Stuttgart,22-117,2003,0.6,48,4,12,22,14,0,48,0,0,,0,,30,85,39,0,0,0,1,0,33,2,Matches
232,Tom Krauß,de GER,MF,Bochum,23-323,2001,12.0,768,23,157,450,171,8,768,23,12,52.2,11,47.8,430,2192,1021,16,20,1,23,7,461,20,Matches
233,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27-304,1997,25.9,1820,119,569,815,450,55,1820,42,22,52.4,17,40.5,1012,4299,2250,48,35,8,35,14,1124,138,Matches
234,Lukas Kübler,de GER,DF,Freiburg,32-254,1992,20.2,1252,74,366,643,253,26,1252,9,0,0.0,7,77.8,511,2341,1073,24,17,3,10,7,672,49,Matches
235,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,17-311,2007,0.0,3,0,0,1,2,1,3,0,0,,0,,1,2,2,0,0,0,0,0,2,0,Matches
236,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,27-013,1998,1.9,104,1,12,48,45,3,104,7,6,85.7,1,14.3,63,303,128,4,1,1,6,2,77,16,Matches
237,Nediljko Labrović,hr CRO,GK,Augsburg,25-213,1999,15.0,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,Matches
238,Konrad Laimer,at AUT,DF,Bayern Munich,27-349,1997,18.1,1349,38,223,660,470,61,1349,30,17,56.7,12,40.0,765,4027,2539,81,55,17,35,23,958,109,Matches
239,Stefan Lainer,at AUT,DF,Gladbach,32-257,1992,7.7,515,31,176,221,120,5,515,9,5,55.6,4,44.4,271,1564,835,24,18,2,6,6,296,29,Matches
240,Hugo Larsson,se SWE,MF,Eint Frankfurt,20-318,2004,24.6,1397,75,401,749,256,24,1397,18,11,61.1,7,38.9,764,3009,1325,15,20,3,21,10,961,33,Matches
241,Diogo Leite,pt POR,DF,Union Berlin,26-108,1999,28.3,1803,205,792,842,183,36,1803,15,10,66.7,4,26.7,853,3583,1896,20,18,0,18,7,959,16,Matches
242,Maxim Leitsch,de GER,DF,Mainz 05,26-358,1998,7.5,473,63,214,224,35,13,473,1,0,0.0,0,0.0,173,759,329,4,5,0,8,3,240,5,Matches
