Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
243,Jamie Leweling,de GER,"MF,FW",Stuttgart,24-074,2001,17.0,756,18,93,290,392,64,756,79,39,49.4,32,40.5,504,3960,1763,52,33,17,41,34,558,152,Matches
244,Philipp Lienhart,at AUT,DF,Freiburg,28-304,1996,29.8,2455,235,1162,1188,113,19,2455,10,4,40.0,5,50.0,1421,8782,4799,44,19,1,10,2,1682,9,Matches
245,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,23-072,2002,3.0,85,6,14,34,37,10,85,3,1,33.3,1,33.3,48,189,64,1,0,0,6,1,55,18,Matches
246,Anthony Losilla,fr FRA,MF,Bochum,39-062,1986,12.3,518,35,143,292,87,2,518,5,1,20.0,4,80.0,211,743,297,3,3,1,10,7,266,11,Matches
247,Yannik Lührs,de GER,DF,Dortmund,21-244,2003,1.4,176,11,89,84,4,0,176,0,0,,0,,131,536,147,2,0,0,0,1,140,1,Matches
248,Castello Lukeba,fr FRA,DF,RB Leipzig,22-145,2002,17.5,1445,125,557,772,132,14,1445,32,20,62.5,8,25.0,806,3545,1925,18,21,2,20,11,993,23,Matches
249,Senne Lynen,be BEL,MF,Werder Bremen,26-081,1999,29.4,1657,118,507,940,222,13,1657,28,12,42.9,13,46.4,812,2917,1097,9,13,3,34,15,917,28,Matches
250,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,25-223,1999,20.9,873,32,136,378,365,62,871,17,10,58.8,5,29.4,433,1860,882,28,15,13,43,20,561,102,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Arne Maier,de GER,MF,Augsburg,26-123,1999,9.7,657,15,96,308,258,20,657,15,7,46.7,8,53.3,366,1597,742,17,17,5,21,8,423,51,Matches
252,Patrick Mainka,de GER,DF,Heidenheim,30-186,1994,33.0,2070,279,1161,806,120,41,2070,11,6,54.5,3,27.3,1137,6098,3331,21,21,1,16,7,1208,11,Matches
253,Lovro Majer,hr CRO,MF,Wolfsburg,27-114,1998,2.6,124,1,17,48,61,7,123,7,4,57.1,1,14.3,80,427,145,4,3,1,5,6,90,9,Matches
254,Jordy Makengo,fr FRA,DF,Freiburg,23-281,2001,7.5,368,22,117,148,107,3,368,10,3,30.0,6,60.0,193,1070,365,9,7,1,10,4,212,33,Matches
255,Jarzinho Malanga,de GER,DF,Stuttgart,18-305,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2,Matches
256,Julián Malatini,ar ARG,DF,Werder Bremen,23-345,2001,5.0,363,25,156,160,48,4,363,3,2,66.7,1,33.3,224,1103,521,8,8,0,3,1,245,4,Matches
257,Donyell Malen,nl NED,"FW,MF",Dortmund,26-122,1999,6.8,278,3,23,84,175,46,278,32,11,34.4,19,59.4,187,911,439,23,9,17,16,9,214,75,Matches
258,Lennard Maloney,us USA,MF,Heidenheim,25-215,1999,8.4,378,38,183,174,23,5,378,4,1,25.0,3,75.0,147,492,206,1,1,0,11,1,161,0,Matches
259,Lennard Maloney,us USA,MF,Mainz 05,25-215,1999,0.3,24,3,9,13,2,0,24,0,0,,0,,4,24,13,1,0,0,1,1,5,0,Matches
260,Johan Manzambi,ch SUI,"FW,MF",Freiburg,19-209,2005,2.8,155,4,24,70,62,14,155,6,3,50.0,1,16.7,86,418,168,5,4,1,7,8,96,10,Matches
261,Omar Marmoush,eg EGY,FW,Eint Frankfurt,26-093,1999,16.1,671,1,40,230,421,109,669,101,46,45.5,46,45.5,442,3318,1810,73,53,45,66,37,483,125,Matches
262,Giorgos Masouras,gr GRE,"FW,MF",Bochum,31-130,1994,10.9,381,7,50,149,191,49,381,14,5,35.7,9,64.3,207,1022,498,25,7,12,26,6,245,73,Matches
263,Erhan Mašović,rs SRB,DF,Bochum,26-170,1998,10.1,539,75,276,244,21,11,539,1,0,0.0,1,100.0,290,1123,513,1,1,0,5,3,323,4,Matches
264,Igor Matanovic,hr CRO,FW,Eint Frankfurt,22-041,2003,3.5,133,8,17,73,44,17,133,5,3,60.0,2,40.0,78,363,118,2,3,2,21,9,103,19,Matches
265,Chrislain Matsima,fr FRA,DF,Augsburg,22-361,2002,26.3,1537,215,646,775,131,22,1537,10,6,60.0,3,30.0,828,3295,1613,13,17,2,20,9,900,12,Matches
266,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,20-004,2005,9.7,450,7,76,200,185,32,450,30,17,56.7,12,40.0,258,1638,765,23,14,10,16,17,280,86,Matches
267,Maurides,br BRA,FW,St. Pauli,31-062,1994,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches
268,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,21-047,2004,2.7,130,3,8,41,82,28,130,9,3,33.3,5,55.6,78,370,205,10,5,3,11,14,100,26,Matches
269,Jakov Medić,hr CRO,DF,Bochum,26-246,1998,16.9,899,154,505,355,41,22,899,1,1,100.0,0,0.0,455,2039,895,2,0,0,6,3,499,3,Matches
270,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,25-187,1999,3.9,152,9,35,68,52,4,152,6,3,50.0,1,16.7,58,296,165,6,5,2,5,0,80,11,Matches
271,Karol Mets,ee EST,DF,St. Pauli,31-360,1993,10.0,736,99,360,346,32,8,736,1,0,0.0,1,100.0,343,1424,736,5,6,0,4,0,466,2,Matches
272,Alexander Meyer,de GER,GK,Dortmund,34-028,1991,2.0,87,64,86,1,0,0,87,0,0,,0,,51,295,130,0,0,0,0,0,42,0,Matches
273,Florian Micheler,at AUT,MF,Hoffenheim,19-359,2005,0.4,12,0,2,6,4,0,12,1,1,100.0,0,0.0,11,48,28,1,1,0,0,0,10,1,Matches
274,Enzo Millot,fr FRA,"MF,FW",Stuttgart,22-298,2002,19.1,1279,8,163,688,439,67,1278,66,30,45.5,35,53.0,753,4086,1616,40,30,11,46,33,972,121,Matches
275,Kim Min-jae,kr KOR,DF,Bayern Munich,28-177,1996,25.4,2764,161,911,1762,101,14,2764,5,3,60.0,2,40.0,1644,6867,3311,16,23,1,14,5,2098,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
276,Maximilian Mittelstädt,de GER,DF,Stuttgart,28-054,1997,25.7,2209,105,504,1132,583,29,2209,35,19,54.3,13,37.1,1128,5393,2586,54,42,2,24,8,1411,140,Matches
277,Koji Miyoshi,jp JPN,"FW,MF",Bochum,28-046,1997,5.0,197,3,31,87,84,21,197,14,5,35.7,9,64.3,117,664,288,11,6,3,14,5,121,23,Matches
278,Max Moerstedt,de GER,FW,Hoffenheim,,,5.0,159,6,15,62,85,31,159,4,1,25.0,3,75.0,84,310,128,6,2,3,13,11,125,36,Matches
279,David Mokwa,fr FRA,"DF,FW",Hoffenheim,21-008,2004,0.2,11,0,2,4,5,2,11,1,1,100.0,0,0.0,5,29,9,0,0,0,2,2,5,0,Matches
280,Steve Mounié,bj BEN,"FW,MF",Augsburg,30-224,1994,3.6,154,4,13,55,86,33,154,4,1,25.0,3,75.0,83,343,148,8,5,3,12,5,123,26,Matches
281,Nordi Mukiele,fr FRA,DF,Leverkusen,27-191,1997,10.0,725,27,184,407,141,22,725,17,9,52.9,7,41.2,363,1750,992,20,14,6,10,3,441,28,Matches
282,Florian Müller,de GER,GK,Freiburg,27-179,1997,8.4,337,258,332,5,0,0,337,0,0,,0,,190,1027,552,0,0,0,0,0,164,0,Matches
283,Kevin Müller,de GER,GK,Heidenheim,34-057,1991,31.7,1348,1118,1327,21,0,0,1348,0,0,,0,,761,3436,1863,0,0,0,2,0,665,0,Matches
284,Marius Müller,de GER,GK,Wolfsburg,31-303,1993,5.3,231,171,228,3,0,0,231,0,0,,0,,147,695,400,0,0,0,0,0,122,0,Matches
285,Thomas Müller,de GER,"MF,FW",Bayern Munich,35-240,1989,12.9,727,13,46,265,416,100,727,16,7,43.8,8,50.0,362,1477,809,23,19,6,20,19,590,137,Matches
286,Jamal Musiala,de GER,MF,Bayern Munich,22-074,2003,20.0,1278,7,94,565,636,163,1278,141,72,51.1,59,41.8,792,4412,2300,71,48,36,67,33,1031,156,Matches
287,Florent Muslija,xk KVX,"FW,MF",Freiburg,26-309,1998,1.9,121,3,17,42,62,3,121,7,4,57.1,2,28.6,83,435,191,5,7,2,7,1,86,14,Matches
288,Phillipp Mwene,at AUT,DF,Mainz 05,31-102,1994,28.0,1513,68,355,614,559,48,1513,50,22,44.0,25,50.0,752,4254,1972,61,48,12,47,26,869,134,Matches
289,Joakim Mæhle,dk DEN,DF,Wolfsburg,27-356,1997,23.3,1394,59,418,613,374,40,1394,58,19,32.8,36,62.1,756,3967,2043,57,39,6,35,6,807,111,Matches
290,Nathan N'Goumou,cm CMR,FW,Gladbach,25-058,2000,9.2,386,13,68,132,192,55,386,27,9,33.3,12,44.4,215,1456,851,30,18,16,12,11,258,85,Matches
291,Stanley N'Soki,fr FRA,DF,Hoffenheim,26-032,1999,14.5,1005,110,480,486,50,4,1005,16,11,68.8,3,18.8,529,2262,1033,10,8,0,16,5,615,6,Matches
292,Paul Nebel,de GER,MF,Mainz 05,22-213,2002,25.1,1469,29,180,613,693,65,1469,62,24,38.7,35,56.5,858,4475,1795,67,44,19,66,43,1042,213,Matches
293,Kosta Nedeljković,rs SRB,DF,RB Leipzig,19-146,2005,5.3,283,16,66,116,102,5,283,4,1,25.0,2,50.0,120,670,346,10,7,1,4,1,170,27,Matches
294,Ivan Nekić,hr CRO,DF,Holstein Kiel,24-138,2000,0.8,50,3,29,21,0,0,50,1,0,0.0,1,100.0,19,44,10,0,0,0,1,1,35,0,Matches
295,David Nemeth,at AUT,DF,St. Pauli,24-054,2001,21.7,1244,149,619,580,52,7,1244,7,3,42.9,4,57.1,653,3357,1673,12,7,0,10,3,775,5,Matches
296,Luca Netz,de GER,DF,Gladbach,21-361,2003,10.8,666,44,241,257,172,17,666,21,6,28.6,14,66.7,288,1198,668,16,11,3,14,10,387,55,Matches
297,Manuel Neuer,de GER,GK,Bayern Munich,39-045,1986,21.0,922,526,867,57,0,0,922,1,1,100.0,0,0.0,608,3138,1800,0,0,0,0,0,669,0,Matches
298,Florian Neuhaus,de GER,MF,Gladbach,28-056,1997,4.1,275,11,68,163,48,9,275,9,5,55.6,4,44.4,148,806,492,9,9,1,9,1,179,8,Matches
299,Moritz Nicolas,de GER,GK,Gladbach,27-202,1997,18.2,838,692,835,3,0,0,838,0,0,,0,,575,2773,1548,0,0,0,0,0,508,0,Matches
300,Julian Niehues,de GER,MF,Heidenheim,24-024,2001,1.2,58,10,24,28,6,1,58,2,1,50.0,1,50.0,21,66,30,0,0,0,2,1,31,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
301,Justin Njinmah,de GER,"FW,MF",Werder Bremen,24-177,2000,10.4,341,2,17,121,208,57,341,27,11,40.7,14,51.9,224,1376,708,33,15,12,23,6,258,102,Matches
302,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,24-191,2000,4.2,295,16,93,133,77,8,295,16,7,43.8,7,43.8,178,977,539,17,14,1,7,4,175,21,Matches
303,Felix Nmecha,de GER,MF,Dortmund,24-213,2000,15.4,1010,52,213,621,189,11,1010,20,13,65.0,4,20.0,584,2920,1246,14,15,2,18,14,721,14,Matches
304,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,26-148,1998,4.4,157,6,15,69,74,21,157,5,3,60.0,1,20.0,93,366,139,6,3,2,12,2,123,30,Matches
305,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,26-328,1998,0.9,68,3,9,20,39,7,68,5,1,20.0,3,60.0,34,213,58,3,1,3,5,3,42,15,Matches
306,Alexander Nübel,de GER,GK,Stuttgart,28-223,1996,32.0,1315,1060,1305,12,0,0,1315,1,1,100.0,0,0.0,783,3620,2186,0,0,0,1,0,765,0,Matches
307,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,20-024,2005,16.5,771,19,136,304,344,50,771,85,38,44.7,39,45.9,459,3033,1592,55,36,24,35,29,532,116,Matches
308,David Odogu,de GER,DF,Wolfsburg,18-342,2006,2.2,143,20,78,62,3,3,143,0,0,,0,,78,412,177,1,0,0,1,0,79,0,Matches
309,Tim Oermann,de GER,DF,Bochum,21-217,2003,23.6,1107,92,418,593,104,2,1107,14,6,42.9,7,50.0,563,2669,1137,15,13,3,22,9,593,15,Matches
310,Ifechukwu Ogbus,ch SUI,DF,Freiburg,19-145,2005,0.2,15,1,7,4,4,0,15,0,0,,0,,4,8,2,0,0,0,1,0,3,0,Matches
311,Finn Ole Becker,de GER,MF,Hoffenheim,24-337,2000,7.3,452,19,116,268,74,2,452,14,6,42.9,6,42.9,252,994,456,3,7,0,9,7,293,7,Matches
312,Michael Olise,fr FRA,"FW,MF",Bayern Munich,23-150,2001,24.9,1894,17,105,649,1161,145,1894,145,69,47.6,58,40.0,1254,7064,3582,113,67,44,56,29,1503,369,Matches
313,Jonas Omlin,ch SUI,GK,Gladbach,31-121,1994,9.9,505,432,504,1,0,0,505,1,1,100.0,0,0.0,333,1340,694,0,0,0,0,0,309,0,Matches
314,Karim Onisiwo,at AUT,"MF,FW",Mainz 05,33-055,1992,1.2,45,1,5,16,24,5,45,2,1,50.0,1,50.0,23,104,18,1,0,0,5,2,28,8,Matches
315,Frank Onyeka,ng NGA,MF,Augsburg,27-130,1998,27.0,1269,57,239,713,342,37,1269,51,18,35.3,23,45.1,711,4020,1785,44,40,8,46,33,769,69,Matches
316,Loïs Openda,be BEL,"FW,MF",RB Leipzig,25-084,2000,27.1,898,12,54,366,488,158,897,72,21,29.2,36,50.0,516,2962,1467,58,26,37,82,27,713,227,Matches
317,Gift Orban,ng NGA,FW,Hoffenheim,22-298,2002,7.6,208,1,20,92,96,22,208,11,4,36.4,7,63.6,108,436,163,8,6,3,14,5,123,35,Matches
318,Willi Orban,hu HUN,DF,RB Leipzig,32-189,1992,24.7,2101,268,954,1061,97,45,2101,4,3,75.0,0,0.0,1083,5180,2827,15,6,2,15,4,1320,8,Matches
319,Ivan Ordets,ua UKR,DF,Bochum,32-307,1992,20.7,1156,170,632,463,63,48,1156,1,1,100.0,0,0.0,510,2061,689,2,2,0,6,0,578,4,Matches
320,Patrick Osterhage,de GER,MF,Freiburg,25-099,2000,25.2,1259,45,282,723,261,35,1259,27,11,40.7,12,44.4,635,3234,1414,26,18,4,26,20,800,50,Matches
321,Assan Ouedraogo,de GER,MF,RB Leipzig,19-002,2006,0.6,30,0,5,15,12,4,30,3,0,0.0,3,100.0,23,193,70,2,0,3,2,6,26,2,Matches
322,Salih Özcan,tr TUR,MF,Wolfsburg,27-120,1998,3.9,252,8,37,164,52,3,252,6,4,66.7,2,33.3,128,611,268,6,5,0,5,1,142,5,Matches
323,Salih Özcan,tr TUR,MF,Dortmund,27-120,1998,4.2,302,13,76,167,60,7,302,2,2,100.0,0,0.0,125,530,226,4,6,2,4,1,156,4,Matches
324,Exequiel Palacios,ar ARG,MF,Leverkusen,26-218,1998,11.6,1057,16,119,614,326,12,1057,10,6,60.0,4,40.0,616,2068,860,13,15,1,16,18,844,40,Matches
325,João Palhinha,pt POR,MF,Bayern Munich,29-306,1995,7.5,631,18,94,419,120,13,631,4,2,50.0,2,50.0,330,1107,383,3,3,1,6,7,499,7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
326,Mats Pannewig,de GER,MF,Bochum,20-195,2004,2.1,153,8,41,73,43,9,153,3,1,33.3,2,66.7,80,358,154,2,3,0,8,8,87,14,Matches
327,Kevin Paredes,us USA,DF,Wolfsburg,22-004,2003,1.4,64,3,20,22,23,5,64,3,0,0.0,3,100.0,39,210,86,1,1,0,2,1,48,12,Matches
328,Felix Passlack,de GER,"DF,MF",Bochum,26-347,1998,24.9,1260,72,332,521,416,46,1260,31,12,38.7,17,54.8,575,2831,1239,41,31,11,21,12,643,112,Matches
329,Aleksandar Pavlovic,de GER,MF,Bayern Munich,21-008,2004,15.1,1551,16,182,1041,337,11,1551,5,5,100.0,0,0.0,952,4021,1832,13,40,3,12,1,1314,32,Matches
330,Mads Pedersen,dk DEN,DF,Augsburg,28-252,1996,2.6,123,7,34,45,47,5,123,8,2,25.0,6,75.0,53,250,111,1,3,1,4,1,58,10,Matches
331,Jordan Pefok,us USA,FW,Union Berlin,29-015,1996,10.1,326,23,55,157,122,43,326,13,7,53.8,6,46.2,158,535,204,3,6,0,24,17,212,40,Matches
332,Daniel Peretz,il ISR,GK,Bayern Munich,24-305,2000,3.0,106,63,97,9,0,0,106,0,0,,0,,67,338,177,0,0,0,0,0,77,0,Matches
333,Noah Pesch,hr CRO,FW,Gladbach,19-358,2005,0.1,5,0,0,1,4,0,5,0,0,,0,,2,17,16,0,0,0,0,0,2,1,Matches
334,Luca Philipp,de GER,GK,Hoffenheim,24-164,2000,6.0,215,177,213,2,0,0,215,0,0,,0,,100,530,230,0,0,0,0,0,89,0,Matches
335,Maximilian Philipp,de GER,"MF,FW",Freiburg,31-071,1994,0.2,9,0,1,3,5,0,9,0,0,,0,,3,15,14,0,0,0,1,0,6,0,Matches
336,Benedikt Pichler,at AUT,FW,Holstein Kiel,27-295,1997,8.7,310,13,29,149,133,44,310,18,8,44.4,9,50.0,152,863,383,18,7,8,23,12,230,58,Matches
337,Amos Pieper,de GER,DF,Werder Bremen,27-114,1998,15.7,1078,153,564,456,59,10,1078,3,2,66.7,1,33.3,539,2268,1041,10,7,0,4,3,637,3,Matches
338,Marvin Pieringer,de GER,"FW,MF",Heidenheim,25-219,1999,23.5,820,30,102,411,316,93,817,32,13,40.6,15,46.9,453,1894,759,21,22,4,68,23,582,108,Matches
339,Alassane Pléa,fr FRA,"MF,FW",Gladbach,32-062,1993,20.1,936,3,80,475,389,69,935,43,17,39.5,23,53.5,584,2971,1645,49,31,12,39,21,743,133,Matches
340,Finn Porath,de GER,"DF,MF",Holstein Kiel,28-077,1997,21.6,993,72,323,400,279,33,993,35,16,45.7,12,34.3,418,2364,1215,42,33,11,15,15,506,69,Matches
341,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,30-330,1994,4.0,217,14,37,90,91,31,217,6,1,16.7,4,66.7,87,347,105,2,4,0,16,10,146,30,Matches
342,Alexander Prass,at AUT,DF,Hoffenheim,23-350,2001,16.9,1176,66,336,524,324,32,1176,42,20,47.6,17,40.5,595,2751,1323,28,30,5,20,10,681,65,Matches
343,David Preu,de GER,"DF,MF",Union Berlin,20-197,2004,0.7,47,5,14,14,19,2,47,3,2,66.7,1,33.3,20,75,44,1,1,1,1,0,22,8,Matches
344,Grischa Prömel,de GER,MF,Hoffenheim,30-122,1995,1.9,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,Matches
345,Ivan Prtajin,hr CRO,FW,Union Berlin,28-362,1996,1.8,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,Matches
346,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,26-108,1999,4.4,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,Matches
347,Leopold Querfeld,at AUT,DF,Union Berlin,21-142,2003,18.4,1003,167,526,428,53,33,1003,9,3,33.3,5,55.6,496,2299,1242,3,2,0,5,2,538,5,Matches
348,Grant Ranos,am ARM,FW,Gladbach,21-295,2003,0.2,17,0,1,9,7,0,17,0,0,,0,,10,35,18,1,1,0,0,1,11,2,Matches
349,David Raum,de GER,DF,RB Leipzig,27-019,1998,18.8,1324,57,359,499,479,55,1324,27,10,37.0,13,48.1,550,2389,1317,33,18,4,15,9,742,123,Matches
350,Rocco Reitz,de GER,MF,Gladbach,22-347,2002,19.4,1121,70,351,620,166,32,1121,36,17,47.2,17,47.2,578,2786,1210,16,12,1,21,23,676,24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
351,Nicolai Remberg,de GER,MF,Holstein Kiel,24-326,2000,25.9,1287,119,417,743,144,24,1287,23,7,30.4,13,56.5,542,2789,1319,25,19,0,22,16,727,31,Matches
352,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,27-191,1997,19.6,869,36,148,392,338,30,869,31,10,32.3,17,54.8,450,1978,939,30,25,7,31,25,525,81,Matches
353,Gio Reyna,us USA,MF,Dortmund,22-179,2002,3.8,239,7,24,114,102,6,239,7,4,57.1,3,42.9,131,564,243,5,4,0,9,7,162,19,Matches
354,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,23-084,2002,9.6,492,6,60,215,228,17,492,19,9,47.4,10,52.6,253,1466,631,20,15,3,21,13,315,61,Matches
355,Lasse Rieß,de GER,GK,Mainz 05,23-288,2001,2.0,90,66,89,1,0,0,90,0,0,,0,,61,287,138,0,0,0,0,0,47,0,Matches
356,Lars Ritzka,de GER,"DF,MF",St. Pauli,27-004,1998,8.7,494,34,176,221,98,5,494,1,0,0.0,1,100.0,138,569,345,7,5,0,6,4,226,29,Matches
357,Mads Roerslev,dk DEN,DF,Wolfsburg,25-321,1999,3.3,215,17,78,92,47,2,215,6,2,33.3,4,66.7,102,508,255,7,5,1,2,6,129,18,Matches
358,Merlin Röhl,de GER,"MF,FW",Freiburg,22-310,2002,10.6,388,5,44,189,162,28,388,39,12,30.8,24,61.5,212,1411,597,20,15,9,45,21,252,59,Matches
359,Lasse Rosenboom,de GER,DF,Holstein Kiel,23-112,2002,18.3,742,72,300,282,166,35,742,19,7,36.8,11,57.9,276,1396,565,19,13,3,35,13,323,50,Matches
360,Max Rosenfelder,de GER,DF,Freiburg,22-090,2003,13.1,776,93,359,367,59,10,776,24,14,58.3,9,37.5,428,2562,1360,20,13,4,4,1,482,16,Matches
361,Tom Rothe,de GER,"DF,MF",Union Berlin,20-194,2004,17.6,1021,57,290,392,342,38,1021,19,5,26.3,14,73.7,427,1944,839,25,11,3,23,31,492,91,Matches
362,Anthony Rouault,fr FRA,DF,Stuttgart,23-347,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,Matches
363,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,32-125,1993,1.5,96,11,21,42,33,5,96,3,1,33.3,2,66.7,40,182,78,2,2,1,2,1,43,7,Matches
364,Julian Ryerson,no NOR,DF,Dortmund,27-175,1997,23.1,1565,37,370,768,451,29,1565,58,33,56.9,21,36.2,940,5116,2571,58,36,8,39,18,1008,124,Matches
365,Frederik Rønnow,dk DEN,GK,Union Berlin,32-280,1992,28.0,980,758,965,16,1,1,980,1,1,100.0,0,0.0,564,3151,1976,0,0,0,1,0,425,0,Matches
366,Elias Saad,tn TUN,"FW,MF",St. Pauli,25-135,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76,Matches
