Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
367,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,31-055,1994,16.5,899,37,127,518,259,28,899,12,4,33.3,8,66.7,490,2113,1029,20,28,2,21,12,612,64,Matches
368,Faik Sakar,de GER,MF,RB Leipzig,17-117,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
369,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,28-241,1996,24.0,1480,70,420,652,413,29,1480,9,3,33.3,5,55.6,617,2293,1245,27,33,2,6,6,830,78,Matches
370,Roland Sallai,hu HUN,"FW,MF",Freiburg,27-354,1997,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2,Matches
371,Diadie Samassékou,ml MLI,MF,Hoffenheim,29-120,1996,3.2,190,8,36,114,42,1,190,5,4,80.0,1,20.0,92,317,112,3,3,0,1,3,122,2,Matches
372,Philipp Sander,de GER,MF,Gladbach,27-079,1998,14.8,878,51,247,502,139,16,878,18,11,61.1,6,33.3,447,2120,920,13,13,4,15,7,541,26,Matches
373,James Sands,us USA,"MF,DF",St. Pauli,24-309,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6,Matches
374,Leroy Sané,de GER,FW,Bayern Munich,29-120,1996,17.9,1165,8,64,391,728,117,1165,98,39,39.8,53,54.1,773,4873,2223,74,47,36,63,26,939,263,Matches
375,Kaishu Sano,jp JPN,MF,Mainz 05,24-132,2000,32.8,1776,67,403,1058,336,38,1776,50,31,62.0,16,32.0,873,4550,2188,51,41,9,39,31,1012,46,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
376,Kauã Santos,br BRA,GK,Eint Frankfurt,22-030,2003,8.5,326,280,325,1,0,0,326,0,0,,0,,191,845,553,0,0,0,0,0,153,0,Matches
377,Joe Scally,us USA,DF,Gladbach,22-131,2002,28.4,1827,106,696,837,308,21,1827,59,31,52.5,26,44.1,968,5358,2608,50,26,3,25,23,1147,65,Matches
378,András Schäfer,hu HUN,MF,Union Berlin,26-028,1999,16.4,771,36,177,393,207,20,771,27,13,48.1,12,44.4,350,1673,694,23,16,4,24,9,389,41,Matches
379,Patrik Schick,cz CZE,FW,Leverkusen,29-107,1996,17.4,543,13,46,223,278,104,543,24,10,41.7,13,54.2,300,1000,245,6,2,6,39,29,426,103,Matches
380,Stefan Schimmer,de GER,"FW,MF",Heidenheim,31-013,1994,2.7,84,5,7,33,44,15,84,1,0,0.0,1,100.0,38,133,23,0,0,0,5,0,48,15,Matches
381,Xaver Schlager,at AUT,MF,RB Leipzig,27-225,1997,2.0,123,5,30,80,14,1,123,1,1,100.0,0,0.0,56,310,225,5,0,0,3,2,89,2,Matches
382,Keven Schlotterbeck,de GER,DF,Augsburg,28-013,1997,14.4,845,101,395,394,59,19,845,3,3,100.0,0,0.0,424,1437,731,3,5,0,8,0,510,2,Matches
383,Nico Schlotterbeck,de GER,DF,Dortmund,25-161,1999,22.0,2297,193,831,1338,150,21,2297,22,14,63.6,5,22.7,1467,6646,4107,37,30,1,12,10,1674,14,Matches
384,Romano Schmid,at AUT,MF,Werder Bremen,25-104,2000,30.5,1917,25,234,903,804,101,1917,91,41,45.1,45,49.5,1263,6652,3679,102,73,28,73,53,1445,200,Matches
385,Jan Schöppner,de GER,MF,Heidenheim,25-333,1999,29.3,1420,102,403,710,318,62,1420,32,14,43.8,18,56.3,696,3750,1973,34,26,5,40,24,789,48,Matches
386,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,30-116,1995,3.4,220,22,91,100,32,1,220,4,1,25.0,2,50.0,95,536,300,5,4,1,8,2,114,2,Matches
387,Alexander Schwolow,de GER,GK,Union Berlin,32-343,1992,5.0,168,135,168,0,0,0,168,0,0,,0,,113,511,269,0,0,0,0,0,98,0,Matches
388,Léo Scienza,br BRA,"FW,MF",Heidenheim,26-240,1998,12.3,549,8,68,234,265,42,549,79,35,44.3,34,43.0,341,3144,1986,64,36,17,39,13,342,81,Matches
389,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,24-007,2001,22.2,1540,99,414,912,223,8,1540,9,4,44.4,5,55.6,715,2667,1326,17,18,2,9,7,981,30,Matches
390,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21-345,2003,26.4,900,25,90,472,357,91,898,75,39,52.0,32,42.7,442,2664,1225,47,29,14,66,54,689,141,Matches
391,Armindo Sieb,de GER,"FW,MF",Mainz 05,22-083,2003,8.5,333,4,33,147,156,46,333,36,11,30.6,24,66.7,184,1187,551,28,7,8,33,25,238,64,Matches
392,Tim Siersleben,de GER,DF,Heidenheim,25-063,2000,12.1,778,105,464,273,45,7,778,5,3,60.0,2,40.0,435,1917,915,8,8,1,5,3,495,7,Matches
393,Kiliann Sildillia,fr FRA,DF,Freiburg,22-360,2002,8.9,576,38,191,276,111,11,576,9,6,66.7,2,22.2,253,1207,553,11,10,2,8,6,315,34,Matches
394,André Silva,pt POR,FW,Werder Bremen,29-186,1995,4.2,176,4,11,78,89,26,174,16,1,6.3,12,75.0,103,529,199,6,6,4,13,9,124,28,Matches
395,André Silva,pt POR,"FW,MF",RB Leipzig,29-186,1995,1.5,65,3,11,22,34,10,64,0,0,,0,,35,291,152,6,1,3,6,1,39,11,Matches
396,Mohamed Simakan,fr FRA,DF,RB Leipzig,25-008,2000,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4,Matches
397,Xavi Simons,nl NED,MF,RB Leipzig,22-020,2003,22.9,1486,12,145,739,632,74,1486,97,31,32.0,55,56.7,821,4950,2602,80,67,20,70,53,1053,169,Matches
398,Danel Sinani,lu LUX,"FW,MF",St. Pauli,28-036,1997,12.2,606,9,56,287,267,27,606,19,8,42.1,8,42.1,260,1265,525,13,12,5,29,14,383,58,Matches
399,Tobias Sippel,de GER,GK,Gladbach,37-050,1988,0.7,34,27,34,0,0,0,34,0,0,,0,,16,111,64,0,0,0,0,0,14,0,Matches
400,Ibrahima Sissoko,ml MLI,MF,Bochum,27-196,1997,28.4,1391,76,354,761,300,51,1391,61,32,52.5,26,42.6,675,3503,1514,34,24,3,39,32,767,69,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
401,Tim Skarke,de GER,"FW,MF",Union Berlin,28-246,1996,12.1,465,10,66,193,210,31,465,24,10,41.7,13,54.2,278,1371,551,26,13,10,34,21,322,92,Matches
402,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,30-001,1995,23.1,1461,82,425,846,195,18,1461,14,11,78.6,2,14.3,779,3428,1607,17,15,2,24,7,992,25,Matches
403,Leo Skiri Østigård,no NOR,DF,Hoffenheim,25-164,1999,9.3,699,103,329,355,17,10,699,3,2,66.7,1,33.3,314,1479,617,0,0,0,1,1,348,0,Matches
404,Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,25-133,1999,5.6,318,8,62,108,149,25,318,13,4,30.8,8,61.5,180,1044,535,20,10,6,7,5,218,45,Matches
405,Robert Skov,dk DEN,"DF,MF",Union Berlin,28-356,1996,9.5,564,19,111,261,200,23,563,17,5,29.4,11,64.7,263,1450,760,25,11,8,21,3,291,45,Matches
406,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,32-174,1992,14.2,603,9,94,301,218,45,602,22,13,59.1,9,40.9,304,1262,540,17,16,6,38,22,387,70,Matches
407,Eric Smith,se SWE,"DF,MF",St. Pauli,28-123,1997,29.4,1840,157,646,912,299,8,1840,5,3,60.0,2,40.0,785,3544,1641,16,17,0,11,6,1040,11,Matches
408,Anton Stach,de GER,"MF,DF",Hoffenheim,26-177,1998,27.8,1886,140,565,1054,287,31,1886,34,15,44.1,18,52.9,980,5128,2912,33,31,5,20,10,1114,34,Matches
409,Jens Stage,dk DEN,MF,Werder Bremen,28-184,1996,23.7,1230,43,301,631,308,80,1230,17,8,47.1,8,47.1,648,2591,1212,28,24,6,26,9,807,88,Matches
410,Josip Stanišić,hr CRO,DF,Bayern Munich,25-039,2000,8.7,769,52,200,429,151,10,769,7,5,71.4,2,28.6,450,2366,1478,20,20,3,10,4,533,29,Matches
411,Niklas Stark,de GER,DF,Werder Bremen,30-027,1995,22.4,1513,155,789,677,48,14,1513,1,1,100.0,0,0.0,862,3468,1509,7,3,0,6,0,977,3,Matches
412,Pascal Stenzel,de GER,DF,Stuttgart,29-052,1996,2.4,184,6,50,82,53,6,184,0,0,,0,,95,342,142,2,3,0,1,0,105,14,Matches
413,Leonidas Stergiou,ch SUI,DF,Stuttgart,23-069,2002,9.5,642,32,171,322,152,9,642,6,4,66.7,2,33.3,339,1536,640,11,13,2,6,4,376,32,Matches
414,Finley Stevens,wls WAL,DF,St. Pauli,22-031,2003,0.0,2,0,0,1,1,0,2,0,0,,0,,1,3,2,0,0,0,0,0,1,0,Matches
415,Angelo Stiller,de GER,MF,Stuttgart,24-037,2001,30.3,2760,75,479,1739,555,35,2760,30,20,66.7,10,33.3,1572,7143,3681,39,39,3,21,25,2093,69,Matches
416,Kevin Stöger,at AUT,MF,Gladbach,31-257,1993,17.0,1296,31,186,658,458,34,1294,35,16,45.7,15,42.9,687,3577,1680,39,37,5,27,23,895,93,Matches
417,Niklas Süle,de GER,DF,Dortmund,29-250,1995,9.8,876,89,388,443,49,9,876,7,3,42.9,4,57.1,557,2368,1255,12,7,0,2,0,672,8,Matches
418,Mattias Svanberg,se SWE,MF,Wolfsburg,26-126,1999,13.5,520,27,115,249,163,25,520,25,10,40.0,13,52.0,235,1082,489,11,17,1,19,10,279,39,Matches
419,Daniel Svensson,se SWE,"DF,FW",Dortmund,23-088,2002,6.7,430,20,116,169,148,20,430,4,1,25.0,2,50.0,227,851,425,6,4,1,2,5,266,33,Matches
420,Haris Tabakovic,ba BIH,FW,Hoffenheim,30-325,1994,9.1,334,20,40,148,147,50,334,12,4,33.3,8,66.7,165,517,164,4,8,3,25,10,240,45,Matches
421,Jonathan Tah,de GER,DF,Leverkusen,29-089,1996,31.0,2506,209,825,1545,142,42,2506,5,3,60.0,2,40.0,1488,7830,4413,15,22,0,15,9,1819,9,Matches
422,Edmond Tapsoba,bf BFA,DF,Leverkusen,26-098,1999,25.9,2067,131,632,1203,244,23,2067,19,11,57.9,8,42.1,1248,6543,3775,48,37,1,15,5,1470,17,Matches
423,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,20-014,2005,2.8,157,0,15,55,89,14,157,12,6,50.0,6,50.0,109,745,198,6,7,3,4,6,135,34,Matches
424,Nathan Tella,ng NGA,"MF,FW",Leverkusen,25-310,1999,14.0,497,6,45,182,274,60,497,49,19,38.8,23,46.9,292,1582,740,34,13,13,38,15,371,126,Matches
425,Martin Terrier,fr FRA,"MF,FW",Leverkusen,28-068,1997,6.5,250,3,13,107,131,35,250,4,2,50.0,2,50.0,129,578,276,11,4,4,11,6,205,35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
426,Arthur Theate,be BEL,DF,Eint Frankfurt,24-351,2000,28.0,2024,229,849,1000,191,29,2024,11,9,81.8,2,18.2,1202,5581,3036,44,32,1,19,7,1302,23,Matches
427,Norman Theuerkauf,de GER,MF,Heidenheim,38-107,1987,0.2,21,0,4,14,3,1,21,0,0,,0,,8,18,10,0,0,0,0,0,13,0,Matches
428,Denis Thomalla,de GER,MF,Heidenheim,32-268,1992,0.0,1,0,0,1,0,0,1,0,0,,0,,1,8,0,0,0,0,0,0,0,0,Matches
429,Phillip Tietz,de GER,FW,Augsburg,27-306,1997,17.6,628,22,65,277,295,80,627,30,15,50.0,14,46.7,321,1030,292,7,12,3,42,17,468,105,Matches
430,Umut Tohumcu,de GER,"MF,FW",Hoffenheim,20-273,2004,4.0,161,8,42,85,35,0,161,6,3,50.0,3,50.0,86,319,157,2,2,0,2,7,97,5,Matches
431,John Tolkin,us USA,"DF,MF",Holstein Kiel,22-284,2002,7.2,439,30,188,164,88,5,439,9,4,44.4,4,44.4,158,655,263,6,3,0,5,6,198,11,Matches
432,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,22-329,2002,20.9,782,18,114,342,339,78,782,80,29,36.3,42,52.5,503,2477,987,31,19,14,55,35,556,125,Matches
433,Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,19-070,2006,6.5,282,4,36,104,149,34,282,21,11,52.4,9,42.9,177,1135,551,23,12,10,34,8,192,52,Matches
434,Lucas Tousart,fr FRA,MF,Union Berlin,28-012,1997,5.9,244,26,73,123,52,19,244,10,5,50.0,5,50.0,87,397,163,4,0,1,8,5,96,13,Matches
435,Omar Traoré,de GER,DF,Heidenheim,27-096,1998,28.1,1646,70,495,746,431,21,1646,62,24,38.7,30,48.4,888,5618,3253,102,52,6,37,20,947,109,Matches
436,Kevin Trapp,de GER,GK,Eint Frankfurt,34-307,1990,23.5,930,805,927,3,0,0,930,0,0,,0,,607,2766,1531,0,0,0,1,0,524,0,Matches
437,Philipp Treu,de GER,"MF,DF",St. Pauli,24-159,2000,30.4,1796,91,547,762,508,44,1796,38,12,31.6,19,50.0,787,4211,2060,56,38,11,33,11,940,115,Matches
438,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,38-076,1987,19.0,950,89,294,415,245,12,950,8,2,25.0,5,62.5,347,1488,630,16,7,2,9,7,406,43,Matches
439,Tuta,br BRA,"DF,MF",Eint Frankfurt,25-311,1999,24.6,1707,214,818,794,100,24,1707,17,13,76.5,4,23.5,965,4314,1782,10,8,2,22,7,1074,10,Matches
440,Lukas Ullrich,de GER,DF,Gladbach,21-056,2004,20.1,1010,76,405,412,203,25,1010,24,8,33.3,13,54.2,495,2436,1164,25,17,4,21,11,573,62,Matches
441,Sven Ulreich,de GER,GK,Bayern Munich,36-281,1988,1.0,30,18,27,3,0,0,30,0,0,,0,,13,55,30,0,0,0,0,0,24,0,Matches
442,Deniz Undav,de GER,"FW,MF",Stuttgart,28-296,1996,17.2,690,11,54,326,320,99,690,21,8,38.1,12,57.1,400,1812,835,30,17,11,49,28,538,123,Matches
443,Dayot Upamecano,fr FRA,DF,Bayern Munich,26-196,1998,19.5,2101,96,626,1364,116,17,2101,6,3,50.0,3,50.0,1440,7122,4165,17,27,0,6,4,1632,4,Matches
444,Jonas Urbig,de GER,GK,Bayern Munich,21-276,2003,8.0,310,202,296,14,1,0,310,0,0,,0,,201,924,580,0,0,0,1,0,194,0,Matches
445,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,19-181,2005,7.2,376,4,33,178,168,30,376,19,9,47.4,8,42.1,250,1218,475,9,13,4,19,14,299,41,Matches
446,Josha Vagnoman,de GER,"DF,MF",Stuttgart,24-151,2000,19.2,1043,59,301,458,289,35,1043,28,8,28.6,17,60.7,498,2365,901,23,18,10,26,19,635,93,Matches
447,Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,26-346,1998,9.3,564,52,242,260,65,11,564,5,1,20.0,4,80.0,247,1112,517,7,6,0,3,4,334,24,Matches
448,Maarten Vandevoordt,be BEL,GK,RB Leipzig,23-074,2002,4.8,185,131,174,11,0,0,185,0,0,,0,,99,480,280,0,0,0,0,0,87,0,Matches
449,Ruben Vargas,ch SUI,"MF,FW",Augsburg,26-279,1998,3.4,179,2,14,75,91,12,179,12,6,50.0,5,41.7,109,706,285,9,3,1,11,7,137,24,Matches
450,Nikola Vasilj,ba BIH,GK,St. Pauli,29-160,1995,32.0,1449,1022,1428,22,0,0,1449,1,1,100.0,0,0.0,885,4426,2496,0,0,0,0,0,890,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
451,Denis Vavro,sk SVK,DF,Wolfsburg,29-031,1996,26.3,1858,293,965,827,72,20,1858,6,3,50.0,3,50.0,1012,3998,1662,8,12,2,8,1,1118,3,Matches
452,Miloš Veljković,rs SRB,DF,Werder Bremen,29-227,1995,11.4,738,67,327,368,45,5,738,0,0,,0,,460,2047,1146,9,6,0,2,2,507,2,Matches
453,Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,22-107,2003,3.8,187,7,35,67,87,14,187,11,2,18.2,7,63.6,88,405,200,7,3,2,7,3,93,26,Matches
454,Arthur Vermeeren,be BEL,MF,RB Leipzig,20-093,2005,16.6,1066,44,243,641,193,6,1066,14,6,42.9,8,57.1,506,2089,957,14,15,1,18,12,719,19,Matches
455,Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,24-123,2001,8.0,342,5,41,130,174,26,342,51,19,37.3,27,52.9,194,1227,503,18,14,4,28,17,227,42,Matches
456,Gabriel Vidovic,hr CRO,MF,Bayern Munich,21-161,2003,0.2,10,0,2,5,3,1,10,0,0,,0,,8,43,2,0,0,0,0,0,6,2,Matches
457,Gabriel Vidovic,hr CRO,MF,Mainz 05,21-161,2003,0.0,8,0,0,4,4,1,8,0,0,,0,,3,13,5,0,0,0,1,0,5,2,Matches
458,Kevin Vogt,de GER,DF,Union Berlin,33-230,1991,15.2,1030,139,524,508,10,2,1029,5,4,80.0,1,20.0,560,2491,1303,11,3,1,5,2,619,2,Matches
459,Kevin Volland,de GER,"FW,MF",Union Berlin,32-285,1992,0.7,20,0,1,10,9,4,20,0,0,,0,,12,10,3,0,0,0,1,2,14,4,Matches
460,Aster Vranckx,be BEL,MF,Wolfsburg,22-219,2002,6.2,276,30,94,149,37,4,276,6,5,83.3,1,16.7,123,487,206,5,2,0,13,5,144,6,Matches
461,Robert Wagner,de GER,MF,St. Pauli,21-301,2003,4.4,176,9,41,97,39,3,176,2,1,50.0,1,50.0,55,201,71,1,2,0,4,6,88,9,Matches
462,Elye Wahi,fr FRA,"FW,MF",Eint Frankfurt,22-129,2003,2.2,61,1,4,20,38,13,61,8,6,75.0,1,12.5,40,215,87,4,2,3,7,2,47,19,Matches
463,Hauke Wahl,de GER,DF,St. Pauli,31-026,1994,31.0,1968,228,909,974,98,27,1968,10,8,80.0,2,20.0,978,5863,3637,28,14,1,10,8,1225,10,Matches
464,Paul Wanner,de GER,"MF,FW",Heidenheim,19-139,2005,18.7,881,18,132,445,325,41,880,56,24,42.9,28,50.0,473,2505,1076,27,29,6,42,36,537,61,Matches
465,Kjell-Arik Wätjen,de GER,MF,Dortmund,19-084,2006,0.2,12,2,5,4,3,0,12,0,0,,0,,4,14,4,0,0,0,2,0,5,0,Matches
466,Julian Weigl,de GER,MF,Gladbach,29-245,1995,31.0,2006,122,693,1146,182,9,2006,8,7,87.5,0,0.0,1016,3842,1701,11,14,1,13,10,1364,9,Matches
467,Timon Weiner,de GER,GK,Holstein Kiel,26-113,1999,25.0,1068,936,1064,4,0,0,1068,0,0,,0,,540,2561,1144,0,0,0,0,0,531,0,Matches
468,Nelson Weiper,de GER,"FW,MF",Mainz 05,20-055,2005,7.8,310,5,22,127,163,50,310,21,10,47.6,11,52.4,148,674,232,11,6,5,54,11,212,61,Matches
469,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,31-020,1994,30.9,1892,60,386,907,620,105,1892,84,35,41.7,41,48.8,962,4127,2093,64,42,13,71,35,1168,193,Matches
470,Noah Weißhaupt,de GER,"FW,MF",St. Pauli,23-233,2001,12.2,482,6,59,183,248,40,482,37,13,35.1,16,43.2,285,1868,928,37,25,14,37,11,331,89,Matches
471,Noah Weißhaupt,de GER,FW,Freiburg,23-233,2001,0.9,59,1,4,18,37,5,59,4,1,25.0,2,50.0,49,362,210,8,7,4,3,0,52,10,Matches
472,Silvan Widmer,ch SUI,DF,Mainz 05,32-067,1993,5.6,362,26,101,145,118,12,362,4,0,0.0,4,100.0,145,466,108,2,3,1,8,3,189,36,Matches
473,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,23-346,2001,19.0,885,20,159,398,348,61,885,68,37,54.4,28,41.2,484,2874,1451,43,39,13,40,26,508,71,Matches
474,Jonas Wind,dk DEN,"FW,MF",Wolfsburg,26-093,1999,21.8,810,17,63,426,325,88,808,20,6,30.0,12,60.0,450,1534,496,17,10,12,55,28,637,94,Matches
475,Florian Wirtz,de GER,"MF,FW",Leverkusen,22-008,2003,24.1,1943,7,113,756,1097,127,1939,156,77,49.4,74,47.4,1130,6492,3355,121,68,49,54,45,1534,292,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
476,Dani de Wit,nl NED,"MF,FW",Bochum,27-103,1998,12.7,546,27,96,305,145,37,546,8,1,12.5,5,62.5,239,811,313,5,4,0,11,3,304,36,Matches
477,Maximilian Wittek,de GER,DF,Bochum,29-263,1995,29.1,1835,101,496,856,499,20,1835,30,12,40.0,14,46.7,752,3412,1748,46,43,7,34,12,839,80,Matches
478,Marius Wolf,de GER,DF,Augsburg,29-349,1995,23.2,1368,53,293,565,528,45,1368,42,19,45.2,21,50.0,597,2427,1326,36,19,8,23,15,737,89,Matches
479,Nick Woltemade,de GER,"FW,MF",Stuttgart,23-086,2002,16.1,723,17,54,303,375,141,720,66,30,45.5,34,51.5,432,2048,850,24,26,19,78,46,575,130,Matches
480,Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,25-233,1999,14.0,621,12,79,261,296,34,621,21,12,57.1,8,38.1,386,2038,1003,32,24,6,23,16,423,93,Matches
481,Granit Xhaka,ch SUI,MF,Leverkusen,32-226,1992,31.2,2969,84,453,1841,688,15,2969,15,7,46.7,8,53.3,1575,5780,2934,42,49,0,17,12,2304,71,Matches
482,Erencan Yardimci,tr TUR,"FW,MF",Hoffenheim,23-096,2002,3.5,99,4,9,51,39,12,99,0,0,,0,,41,147,87,4,4,1,13,3,67,12,Matches
483,Dan-Axel Zagadou,fr FRA,"DF,MF",Stuttgart,25-342,1999,0.3,12,1,10,2,0,0,12,0,0,,0,,6,11,1,0,1,0,0,0,9,0,Matches
484,David Zec,si SVN,DF,Holstein Kiel,25-126,2000,16.1,1006,190,620,355,38,24,1006,9,5,55.6,4,44.4,513,2227,1148,3,3,1,11,5,610,2,Matches
485,Robin Zentner,de GER,GK,Mainz 05,30-195,1994,31.0,1261,923,1230,30,1,1,1261,0,0,,0,,736,3638,2028,0,0,0,2,0,651,0,Matches
486,Cedric Zesiger,ch SUI,DF,Augsburg,26-321,1998,11.7,646,90,299,293,55,7,646,4,1,25.0,3,75.0,325,1463,672,4,9,0,7,3,346,7,Matches
487,Cedric Zesiger,ch SUI,DF,Wolfsburg,26-321,1998,5.8,303,48,153,131,19,0,303,3,3,100.0,0,0.0,135,653,299,3,0,0,1,1,154,2,Matches
488,Michael Zetterer,de GER,GK,Werder Bremen,29-303,1995,33.0,1347,1116,1330,18,0,0,1347,1,1,100.0,0,0.0,964,6292,3211,0,0,0,0,0,802,0,Matches
489,Budu Zivzivadze,ge GEO,FW,Heidenheim,31-062,1994,10.1,314,7,25,149,143,35,314,26,8,30.8,16,61.5,176,786,293,10,10,2,27,14,208,41,Matches
