Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
146,Samu Costa,pt POR,MF,Mallorca,24-165,2000,26.6,79,38,39,38,2,29,70,41.4,41,41,13,28,30,109,77,1,Matches
147,Thibaut Courtois,be BEL,GK,Real Madrid,33-000,1992,28.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,1,Matches
148,Juan Cruz Armada,es ESP,DF,Osasuna,32-287,1992,13.0,20,10,9,10,1,11,19,57.9,8,14,4,10,8,28,44,0,Matches
149,Juan Cruz,es ESP,"FW,MF",Leganés,25-016,2000,23.1,30,19,13,15,2,16,32,50.0,16,14,2,12,11,41,27,0,Matches
150,Pau Cubarsí,es ESP,DF,Barcelona,18-109,2007,26.0,28,18,18,7,3,16,25,64.0,9,10,8,2,13,41,75,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Cucho,co COL,FW,Betis,26-021,1999,9.7,12,8,1,5,6,5,9,55.6,4,13,1,12,6,18,3,0,Matches
152,Arnaut Danjuma,nl NED,FW,Villarreal,28-100,1997,2.2,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,Matches
153,Arnaut Danjuma,nl NED,"FW,MF",Girona,28-100,1997,14.6,8,6,3,3,2,2,7,28.6,5,5,1,4,2,10,4,0,Matches
154,Sergi Darder,es ESP,"MF,FW",Mallorca,31-140,1993,27.6,38,24,15,15,8,16,41,39.0,25,18,1,17,14,52,20,1,Matches
155,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30-352,1994,20.8,28,23,11,13,4,13,31,41.9,18,22,2,20,5,33,14,3,Matches
156,Mouctar Diakhaby,gn GUI,DF,Valencia,28-143,1996,4.4,5,1,5,0,0,3,5,60.0,2,6,5,1,3,8,41,0,Matches
157,Assane Diao,sn SEN,FW,Betis,19-246,2005,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0,Matches
158,Moussa Diarra,ml MLI,DF,Alavés,24-182,2000,19.7,38,23,19,16,3,17,28,60.7,11,14,5,9,21,59,40,1,Matches
159,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,25-281,1999,14.3,24,18,9,12,3,7,18,38.9,11,16,1,15,4,28,1,1,Matches
160,Daniel Díaz,es ESP,MF,Real Sociedad,18-323,2006,0.1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
161,Pedro Díaz,es ESP,MF,Rayo Vallecano,26-340,1998,11.9,21,13,6,13,2,12,35,34.3,23,13,0,13,6,27,7,1,Matches
162,Diego,es ESP,"FW,MF",Leganés,25-023,2000,10.3,0,0,0,0,0,0,4,0.0,4,3,1,2,2,2,10,0,Matches
163,Stole Dimitrievski,mk MKD,GK,Valencia,31-137,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
164,Yan Diomandé,ci CIV,"FW,MF",Leganés,18-178,2006,2.6,2,1,1,0,1,1,7,14.3,6,6,0,6,3,5,2,0,Matches
165,Álvaro djaló,es ESP,FW,Athletic Club,25-268,1999,6.7,7,5,3,2,2,1,3,33.3,2,3,0,3,1,8,4,0,Matches
166,Djené,tg TOG,"DF,MF",Getafe,33-131,1991,27.3,25,13,12,11,2,12,31,38.7,19,18,8,10,21,46,104,3,Matches
167,Marko Dmitrović,rs SRB,GK,Leganés,33-107,1992,28.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,25,3,Matches
168,Marc Domenech,es ESP,"FW,MF",Mallorca,19-130,2006,2.3,3,3,1,1,1,2,4,50.0,2,2,0,2,0,3,0,0,Matches
169,Carlos Dominguez,es ESP,DF,Celta Vigo,24-089,2001,11.0,21,11,13,8,0,15,21,71.4,6,10,7,3,9,30,65,1,Matches
170,Israel Domínguez,es ESP,FW,Sevilla,22-004,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
171,Sergi Dominguez,es ESP,DF,Barcelona,20-040,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,Matches
172,Anastasios Douvikas,gr GRE,FW,Celta Vigo,25-282,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0,Matches
173,Domingos Duarte,pt POR,DF,Getafe,30-062,1995,18.0,23,11,18,4,1,13,17,76.5,4,25,15,10,13,36,129,1,Matches
174,Duk,cv CPV,"MF,FW",Leganés,25-084,2000,1.6,6,3,1,3,2,2,4,50.0,2,3,0,3,0,6,2,0,Matches
175,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23-351,2001,14.1,14,9,4,7,3,3,12,25.0,9,11,3,8,8,22,14,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Hugo Duro,es ESP,FW,Valencia,25-182,1999,22.8,12,7,4,7,1,4,12,33.3,8,11,2,9,10,22,11,0,Matches
177,Chidera Ejuke,ng NGA,FW,Sevilla,27-129,1998,10.7,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0,Matches
178,Aritz Elustondo,es ESP,DF,Real Sociedad,31-044,1994,14.2,18,10,13,3,2,9,17,52.9,8,16,12,4,9,27,88,0,Matches
179,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,33-004,1992,17.2,38,18,15,16,7,17,43,39.5,26,17,1,16,13,51,13,1,Matches
180,Endrick,br BRA,FW,Real Madrid,18-294,2006,2.5,1,1,1,0,0,1,3,33.3,2,0,0,0,3,4,1,0,Matches
181,Alfonso Espino,uy URU,DF,Rayo Vallecano,33-126,1992,8.3,37,20,29,6,2,23,42,54.8,19,14,6,8,11,48,30,1,Matches
182,Dario Essugo,pt POR,MF,Las Palmas,20-058,2005,19.5,57,44,27,25,5,27,45,60.0,18,27,10,17,42,99,44,7,Matches
183,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,22-266,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
184,Karl Etta,cm CMR,"FW,MF",Villarreal,21-209,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
185,Edu Expósito,es ESP,MF,Espanyol,28-283,1996,8.0,16,9,5,11,0,6,18,33.3,12,3,0,3,10,26,16,2,Matches
186,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,23-145,2001,19.6,35,25,17,15,3,14,25,56.0,11,20,3,17,6,41,15,0,Matches
187,Ansu Fati,es ESP,FW,Barcelona,22-192,2002,2.6,4,1,0,2,2,1,2,50.0,1,1,0,1,1,5,0,1,Matches
188,Nabil Fekir,fr FRA,MF,Betis,31-297,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0,Matches
189,Kiko Femenía,es ESP,DF,Villarreal,34-098,1991,24.7,50,34,34,14,2,33,57,57.9,24,21,10,11,40,90,62,3,Matches
190,Aitor Fernández,es ESP,GK,Osasuna,34-008,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
191,Álvaro Fernández,es ESP,GK,Sevilla,27-028,1998,7.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Matches
192,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,22-012,2003,1.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0,Matches
193,Roberto Férnandez,es ESP,FW,Espanyol,22-312,2002,13.1,4,4,2,1,1,0,3,0.0,3,7,1,6,3,7,21,0,Matches
194,Valery Fernández,es ESP,"MF,FW",Mallorca,25-169,1999,3.3,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0,Matches
195,André Ferreira,pt POR,GK,Valladolid,28-347,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,Matches
196,Mateo Flores,es ESP,MF,Betis,21-034,2004,1.7,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0,Matches
197,Pablo Fornals,es ESP,"MF,FW",Betis,29-078,1996,17.1,16,10,9,6,1,6,24,25.0,18,19,1,18,20,36,13,1,Matches
198,Héctor Fort,es ESP,DF,Barcelona,18-282,2006,6.0,13,8,6,4,3,10,15,66.7,5,11,0,11,6,19,15,0,Matches
199,Dimitri Foulquier,fr FRA,DF,Valencia,32-049,1993,25.5,48,31,29,13,6,24,36,66.7,12,21,5,16,16,64,86,1,Matches
200,Juan Foyth,ar ARG,DF,Villarreal,27-119,1998,14.9,24,15,15,5,4,10,15,66.7,5,22,13,9,17,41,102,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Fran,es ESP,GK,Real Madrid,19-321,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
202,Alejandro Francés,es ESP,DF,Girona,22-283,2002,10.8,30,22,16,13,1,23,32,71.9,9,12,5,7,15,45,37,0,Matches
203,Enric Franquesa,es ESP,"DF,FW",Leganés,28-074,1997,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0,Matches
204,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,28-080,1997,25.0,37,21,16,13,8,14,43,32.6,29,20,0,20,17,54,23,1,Matches
205,Darío Fuentes,es ESP,DF,Sevilla,22-119,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
206,Manuel Fuster,es ESP,"FW,MF",Las Palmas,27-201,1997,8.9,16,8,3,8,5,14,26,53.8,12,13,3,10,4,20,14,0,Matches
207,Javi Galán,es ESP,DF,Atlético Madrid,30-173,1994,18.3,50,30,30,15,5,24,48,50.0,24,13,3,10,11,61,44,0,Matches
208,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,31-278,1993,13.9,34,21,11,17,6,19,29,65.5,10,8,3,5,12,46,9,2,Matches
209,Conor Gallagher,eng ENG,MF,Atlético Madrid,25-094,2000,17.4,42,30,16,16,10,20,46,43.5,26,23,5,18,19,61,23,0,Matches
210,Facundo Garcés,ar ARG,DF,Alavés,25-248,1999,3.5,2,0,2,0,0,1,2,50.0,1,6,5,1,2,4,28,0,Matches
211,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,32-196,1992,26.1,31,22,19,8,4,12,29,41.4,17,30,0,30,30,61,40,1,Matches
212,Eric García,es ESP,"MF,DF",Barcelona,24-122,2001,13.7,28,16,7,19,2,14,20,70.0,6,20,7,13,10,38,36,0,Matches
213,Fran Garcia,es ESP,DF,Real Madrid,25-270,1999,20.3,38,26,22,12,4,19,33,57.6,14,22,4,18,23,61,62,1,Matches
214,Joan García,es ESP,GK,Espanyol,24-007,2001,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,18,4,Matches
215,Pablo Garcia,es ESP,FW,Betis,18-269,2006,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
216,Rubén García,es ESP,"FW,MF",Osasuna,31-301,1993,24.5,46,29,17,19,10,23,51,45.1,28,32,2,30,14,60,30,1,Matches
217,Unai García,es ESP,DF,Osasuna,33-097,1992,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
218,Yarek Gasiorowski,es ESP,DF,Valencia,20-119,2005,10.5,19,16,16,3,0,9,13,69.2,4,17,6,11,26,45,60,0,Matches
219,Gavi,es ESP,"MF,FW",Barcelona,20-279,2004,9.9,19,15,4,11,4,10,18,55.6,8,13,1,12,10,29,5,0,Matches
220,Paulo Gazzaniga,ar ARG,GK,Girona,33-129,1992,34.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,15,3,Matches
221,Bryan Gil,es ESP,"FW,MF",Girona,24-089,2001,19.1,34,20,10,15,9,14,30,46.7,16,24,0,24,10,44,9,4,Matches
222,Dani Gómez,es ESP,FW,Valencia,26-285,1998,5.9,3,2,0,0,3,0,0,,0,1,0,1,2,5,4,0,Matches
223,Moi Gómez,es ESP,"MF,FW",Osasuna,30-322,1994,8.8,13,9,4,7,2,4,8,50.0,4,5,2,3,5,18,7,1,Matches
224,Sergi Gómez,es ESP,DF,Espanyol,33-044,1992,7.2,8,5,7,1,0,2,3,66.7,1,12,8,4,7,15,36,0,Matches
225,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,24-249,2000,28.6,70,39,29,29,12,30,55,54.5,25,42,2,40,18,88,28,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Unai Gómez,es ESP,"MF,FW",Athletic Club,21-351,2003,12.3,10,6,3,6,1,4,6,66.7,2,12,1,11,2,12,12,0,Matches
227,Fabio González,es ESP,MF,Las Palmas,28-088,1997,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
228,Peter González,do DOM,"MF,FW",Getafe,22-290,2002,5.2,11,6,2,5,4,6,9,66.7,3,8,0,8,2,13,5,0,Matches
229,Urko González,es ESP,MF,Espanyol,24-052,2001,11.5,36,20,21,14,1,22,31,71.0,9,22,10,12,7,43,29,0,Matches
230,Urko González,es ESP,MF,Real Sociedad,24-052,2001,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
231,Andoni Gorosabel,es ESP,DF,Athletic Club,28-280,1996,15.6,43,25,27,9,7,27,41,65.9,14,17,2,15,17,60,54,0,Matches
232,José Gragera,es ESP,MF,Espanyol,24-162,2000,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0,Matches
233,Dominik Greif,sk SVK,GK,Mallorca,28-035,1997,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,1,Matches
234,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,34-051,1991,26.2,30,17,13,13,4,7,29,24.1,22,16,1,15,6,36,23,1,Matches
235,Florian Grillitsch,at AUT,MF,Valladolid,29-277,1995,5.7,8,6,5,3,0,5,13,38.5,8,10,1,9,4,12,5,1,Matches
236,Vicente Guaita,es ESP,GK,Celta Vigo,38-121,1987,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,2,Matches
237,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33-347,1991,4.0,5,3,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0,Matches
238,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,33-176,1991,25.3,39,21,13,22,4,20,32,62.5,12,26,10,16,25,64,85,1,Matches
239,Javier Guerra,es ESP,MF,Valencia,22-130,2003,26.9,46,24,16,19,11,23,50,46.0,27,14,2,12,19,65,47,2,Matches
240,Ander Guevara,es ESP,MF,Alavés,27-308,1997,18.6,43,26,18,24,1,18,42,42.9,24,19,5,14,11,54,40,1,Matches
241,Pape Gueye,sn SEN,MF,Villarreal,26-107,1999,22.5,53,26,22,23,8,20,27,74.1,7,29,11,18,24,77,50,1,Matches
242,Hugo Guillamón,es ESP,MF,Valencia,25-100,2000,4.0,11,8,1,9,1,9,10,90.0,1,4,1,3,5,16,9,1,Matches
243,Carlos Guirao,es ESP,MF,Betis,22-014,2003,1.2,5,3,1,4,0,4,6,66.7,2,1,1,0,3,8,2,0,Matches
244,Arda Güler,tr TUR,"MF,FW",Real Madrid,20-075,2005,10.5,22,11,8,6,8,7,18,38.9,11,14,0,14,5,27,8,0,Matches
245,Gerard Gumbau,es ESP,MF,Rayo Vallecano,30-144,1994,8.7,16,12,8,6,2,7,15,46.7,8,10,4,6,5,21,12,0,Matches
246,Jon Guridi,es ESP,"MF,FW",Alavés,30-072,1995,20.0,33,17,6,21,6,15,39,38.5,24,19,1,18,12,45,11,0,Matches
247,Gorka Guruzeta,es ESP,FW,Athletic Club,28-241,1996,18.1,15,8,1,12,2,7,28,25.0,21,27,4,23,8,23,19,0,Matches
248,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23-288,2001,27.3,37,24,18,16,3,17,37,45.9,20,17,7,10,16,53,34,3,Matches
249,Munir El Haddadi,ma MAR,"FW,MF",Leganés,29-252,1995,7.4,11,8,5,4,2,3,10,30.0,7,6,1,5,1,12,1,1,Matches
250,Sébastien Haller,ci CIV,FW,Leganés,30-323,1994,4.5,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Henrique,br BRA,DF,Valladolid,31-016,1994,2.2,3,2,2,1,0,0,3,0.0,3,5,0,5,2,5,5,0,Matches
252,Javi Hernández,es ESP,DF,Leganés,27-009,1998,23.5,25,15,16,6,3,16,42,38.1,26,22,3,19,22,47,89,0,Matches
253,Aridane Hernández,es ESP,DF,Rayo Vallecano,36-049,1989,9.4,11,9,7,4,0,4,6,66.7,2,7,5,2,4,15,90,2,Matches
254,Jorge Herrando,es ESP,DF,Osasuna,24-072,2001,15.2,17,11,9,5,3,9,15,60.0,6,20,14,6,12,29,65,2,Matches
255,Ander Herrera,es ESP,MF,Athletic Club,35-270,1989,3.0,8,4,1,7,0,3,6,50.0,3,1,0,1,2,10,10,0,Matches
256,Sergio Herrera,es ESP,GK,Osasuna,31-340,1993,33.0,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,27,1,Matches
257,Yangel Herrera,ve VEN,MF,Girona,27-117,1998,23.3,60,37,27,26,7,29,55,52.7,26,20,4,16,29,89,45,1,Matches
258,Juan Herzog,es ESP,DF,Las Palmas,21-363,2003,11.7,11,11,11,0,0,9,14,64.3,5,14,8,6,15,26,61,0,Matches
259,Omar El Hilali,ma MAR,DF,Espanyol,21-241,2003,32.1,106,76,77,24,5,60,90,66.7,30,48,12,36,43,149,140,2,Matches
260,Roger Hinojo,es ESP,DF,Espanyol,20-079,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
261,Dinko Horkaš,hr CRO,GK,Las Palmas,26-062,1999,9.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Matches
262,Pablo Ibáñez,es ESP,MF,Osasuna,26-233,1998,11.4,18,9,6,11,1,9,37,24.3,28,18,6,12,14,32,19,0,Matches
263,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19-316,2005,3.2,9,5,3,4,2,3,5,60.0,2,3,1,2,4,13,2,0,Matches
264,Iglesias,es ESP,DF,Getafe,26-312,1998,29.2,75,46,39,30,6,43,82,52.4,39,43,7,36,42,117,124,1,Matches
265,Borja Iglesias,es ESP,FW,Celta Vigo,32-114,1993,20.0,10,9,2,5,3,4,14,28.6,10,8,2,6,6,16,7,0,Matches
266,Kelechi Iheanacho,ng NGA,FW,Sevilla,28-220,1996,4.4,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
267,Isco,es ESP,MF,Betis,33-020,1992,14.6,16,9,1,11,4,7,26,26.9,19,9,0,9,8,24,6,0,Matches
268,Diego Iturralde,es ESP,FW,Sevilla,22-025,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
269,Ivan Jaime Pajuelo,es ESP,MF,Valencia,24-227,2000,2.4,4,2,1,1,2,2,3,66.7,1,1,0,1,2,6,0,0,Matches
270,Karl Jakob Hein,ee EST,GK,Valladolid,23-028,2002,28.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,17,1,Matches
271,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,30-095,1995,5.3,10,6,1,6,3,5,7,71.4,2,5,0,5,0,10,2,0,Matches
272,Mikel Jauregizar,es ESP,MF,Athletic Club,21-180,2003,21.8,76,43,23,40,13,39,74,52.7,35,22,3,19,26,102,28,2,Matches
273,John Joe,ie IRL,"MF,FW",Getafe,21-199,2003,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
274,Jofre,es ESP,"MF,FW",Espanyol,23-328,2001,22.4,21,15,13,5,3,12,21,57.1,9,13,0,13,15,36,28,0,Matches
275,Frenkie de Jong,nl NED,MF,Barcelona,27-364,1997,10.1,15,9,4,5,6,7,14,50.0,7,6,0,6,5,20,6,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Joan Jordán,es ESP,MF,Alavés,30-309,1994,15.1,31,17,11,16,4,16,29,55.2,13,12,0,12,8,39,20,0,Matches
277,Juanmi,es ESP,"FW,MF",Getafe,31-356,1993,7.4,14,11,4,7,3,6,16,37.5,10,6,0,6,2,16,3,0,Matches
278,Juanmi,es ESP,"FW,MF",Betis,31-356,1993,2.7,7,4,3,3,1,4,6,66.7,2,4,0,4,1,8,4,0,Matches
279,Juanpe,es ESP,DF,Girona,34-011,1991,6.8,8,5,5,3,0,6,8,75.0,2,14,9,5,8,16,46,1,Matches
280,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,24-117,2001,14.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches
281,Vinicius Júnior,br BRA,FW,Real Madrid,24-303,2000,23.7,20,10,7,4,9,4,17,23.5,13,6,0,6,3,23,1,2,Matches
282,Stanko Jurić,hr CRO,MF,Valladolid,28-268,1996,19.2,48,24,26,19,3,19,48,39.6,29,35,11,24,24,72,52,0,Matches
283,Willy Kambwala,fr FRA,DF,Villarreal,20-259,2004,10.6,14,9,11,2,1,7,8,87.5,1,7,5,2,8,22,46,1,Matches
284,Abdoulaye Keita,es ESP,"FW,MF",Getafe,22-252,2002,1.1,2,2,0,1,1,2,4,50.0,2,1,0,1,0,2,3,0,Matches
285,Kenedy,br BRA,"MF,FW",Valladolid,29-092,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
286,Kiké,es ESP,FW,Alavés,35-167,1989,25.6,17,12,1,11,5,5,11,45.5,6,9,2,7,1,18,22,0,Matches
287,Koke,es ESP,MF,Atlético Madrid,33-123,1992,18.9,43,22,17,20,6,20,40,50.0,20,22,2,20,18,61,25,2,Matches
288,Jules Koundé,fr FRA,DF,Barcelona,26-180,1998,28.9,63,43,29,23,11,44,66,66.7,22,35,5,30,20,83,68,2,Matches
289,Alex Král,cz CZE,MF,Espanyol,26-357,1998,29.2,54,36,28,23,3,16,29,55.2,13,33,14,19,27,81,49,2,Matches
290,Ladislav Krejčí,cz CZE,DF,Girona,26-021,1999,25.1,21,15,17,4,0,12,24,50.0,12,24,19,5,32,53,86,4,Matches
291,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23-341,2001,23.4,30,19,10,11,9,16,37,43.2,21,33,1,32,13,43,13,1,Matches
292,Marash Kumbulla,al ALB,DF,Espanyol,25-092,2000,30.0,49,24,34,13,2,24,39,61.5,15,44,33,11,31,80,207,2,Matches
293,Luca de la Torre,us USA,MF,Celta Vigo,26-353,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
